"trait1","trait2","trait3","trait4"
0.0045875,0.0019611,0.30006,0.0053725
0.0027517,0.0011771,0.17999,0.0032234
0.0020666,0.00088457,0.13502,0.0024207
0.0023551,0.0010072,0.15393,0.0027588
0.003581,0.0015319,0.23408,0.0041948
0.0021705,0.00092916,0.14176,0.0025424
0.0020491,0.00087702,0.13389,0.0024
0.0022452,0.00096081,0.14672,0.0026299
0.002182,0.00093395,0.14257,0.0025558
0.0029215,0.00125,0.19101,0.0034221
0.0033835,0.0014485,0.22106,0.003963
0.0024672,0.001056,0.1612,0.0028899
0.0024221,0.0010367,0.15823,0.0028372
0.0023694,0.0010142,0.1549,0.0027753
0.0020859,0.00089297,0.13638,0.0024435
0.0023323,0.00099848,0.15252,0.0027319
0.0023823,0.0010199,0.15564,0.0027903
0.0021974,0.00094089,0.14357,0.0025738
0.0020721,0.00088714,0.13543,0.0024269
0.0020724,0.00088728,0.13545,0.0024273
0.0020729,0.00088752,0.13548,0.0024279
0.0029014,0.0012421,0.18967,0.0033983
0.0024084,0.001031,0.15734,0.002821
0.0021138,0.00090505,0.13814,0.0024758
0.0025453,0.0010897,0.1665,0.0029813
0.0027632,0.0011834,0.18058,0.0032369
0.0022897,0.00097999,0.14964,0.0026822
0.005205,0.0022256,0.33962,0.0060969
0.0051024,0.0021814,0.33293,0.0059767
0.0024061,0.0010302,0.15729,0.0028185
0.0022885,0.00097943,0.14955,0.0026807
0.002077,0.00088933,0.13591,0.0024326
0.0023387,0.0010014,0.15292,0.0027392
0.0022865,0.00097857,0.14943,0.0026784
0.0032212,0.0013787,0.2106,0.0037735
0.0027522,0.0011787,0.17988,0.003224
0.0032229,0.0013794,0.21071,0.0037755
0.0032228,0.0013791,0.2107,0.0037752
0.0022496,0.00096291,0.1471,0.002635
0.002247,0.00096149,0.14685,0.0026321
0.0029986,0.0012832,0.19607,0.0035126
0.0028048,0.0012009,0.18338,0.0032856
0.0028046,0.0012008,0.18337,0.0032853
0.0023198,0.00099296,0.15166,0.0027172
0.0051894,0.00222,0.33857,0.0060788
0.0021772,0.00093215,0.14221,0.0025502
0.0020562,0.00088022,0.13441,0.0024086
0.0020572,0.0008806,0.13446,0.0024097
0.0041812,0.0017908,0.27331,0.0048984
0.0021525,0.00092168,0.14081,0.0025213
0.0022322,0.00095636,0.14594,0.0026147
0.0022226,0.00095223,0.14532,0.0026034
0.0024364,0.0010426,0.15922,0.0028539
0.0020742,0.00088806,0.13565,0.0024296
0.0046311,0.0019846,0.30283,0.0054254
0.0031231,0.001337,0.20409,0.0036583
0.002081,0.00089179,0.13603,0.0024377
0.0020764,0.00088958,0.13572,0.0024321
0.0022382,0.00095816,0.14629,0.0026218
0.0020622,0.00088355,0.13481,0.0024154
0.0044465,0.0019021,0.29107,0.0052075
0.004336,0.0018566,0.28295,0.0050787
0.002914,0.001247,0.19027,0.0034131
0.0022989,0.00098418,0.15021,0.0026928
0.0023009,0.00098504,0.15033,0.0026952
0.0043238,0.0018513,0.28222,0.0050645
0.0029184,0.0012489,0.19057,0.0034182
0.0020607,0.00088245,0.13467,0.0024137
0.0036517,0.0015625,0.23878,0.0042774
0.002043,0.00087475,0.13357,0.0023931
0.002543,0.0010896,0.16618,0.0029787
0.0027119,0.0011614,0.17703,0.0031765
0.0020744,0.00088843,0.13551,0.0024296
0.0028072,0.0012011,0.18361,0.0032883
0.0021412,0.00091725,0.14,0.002508
0.0034034,0.0014569,0.22213,0.0039865
0.002069,0.00088592,0.13515,0.0024234
0.0021023,0.00090021,0.13735,0.0024624
0.0038818,0.0016622,0.25372,0.0045473
0.0026814,0.0011482,0.17502,0.0031408
0.004154,0.0017788,0.27158,0.004866
0.0025819,0.0011052,0.16867,0.0030245
0.0044739,0.0019165,0.29159,0.0052408
0.0083952,0.0035917,0.54933,0.0098302
0.0022076,0.00094537,0.14426,0.0025857
0.0024217,0.0010373,0.15822,0.0028366
0.0041481,0.0017763,0.27123,0.0048591
0.0022255,0.0009527,0.14532,0.002607
0.0020759,0.00088863,0.1356,0.0024317
0.0023668,0.0010133,0.1547,0.0027723
0.0020552,0.00088004,0.13429,0.0024072
0.0062937,0.0026941,0.41178,0.0073736
0.002434,0.0010419,0.15901,0.002851
0.0020514,0.00087849,0.13408,0.0024027
0.0060579,0.0025923,0.39683,0.0070976
0.0021134,0.00090477,0.13809,0.0024755
0.019744,0.0084739,1.3039,0.023127
0.0021079,0.00090246,0.13772,0.0024689
0.0021168,0.00090611,0.13831,0.0024793
0.0021275,0.00091085,0.13908,0.002492
0.0043731,0.0018729,0.28549,0.0051222
0.0025308,0.0010833,0.16532,0.0029644
0.0030056,0.0012868,0.19657,0.0035206
0.0054277,0.0023234,0.35502,0.0063555
0.0054481,0.0023322,0.35632,0.0063793
0.002054,0.00087931,0.13424,0.002406
0.0027261,0.0011675,0.17821,0.0031929
0.0064668,0.0027689,0.42267,0.0075721
0.00316,0.0013533,0.20661,0.0037013
0.002117,0.0009063,0.13832,0.0024797
0.0069002,0.0029548,0.45134,0.0080823
0.0020503,0.00087777,0.13401,0.0024016
0.0020522,0.00087845,0.13413,0.0024039
0.0053322,0.0022841,0.34831,0.0062443
0.0020533,0.00087894,0.1342,0.0024051
0.0033531,0.0014358,0.21931,0.0039274
0.018237,0.0078153,1.1918,0.021368
0.0020547,0.00087943,0.13428,0.0024068
0.0047437,0.0020306,0.31045,0.0055548
0.0020849,0.00089253,0.13627,0.002442
0.010585,0.0045466,0.69301,0.012392
0.0021595,0.00092465,0.14115,0.0025294
0.0021594,0.00092459,0.14114,0.0025292
0.003528,0.0015106,0.23085,0.0041317
0.0020652,0.00088405,0.13502,0.0024189
0.002065,0.00088401,0.13501,0.0024187
0.0035297,0.0015113,0.23097,0.0041336
0.0035331,0.0015128,0.23119,0.0041377
0.0022852,0.00097815,0.14929,0.0026767
0.0021993,0.00094152,0.1438,0.002576
0.0021889,0.00093717,0.14303,0.0025639
0.0021655,0.00092718,0.14165,0.0025365
0.0021601,0.0009247,0.14118,0.0025301
0.0021793,0.00093286,0.1425,0.0025526
0.0021128,0.0009045,0.13813,0.0024747
0.0025588,0.0010951,0.16745,0.0029968
0.0027606,0.0011821,0.18033,0.0032338
0.0024525,0.0010504,0.16025,0.0028728
0.0021076,0.0009022,0.13782,0.0024688
0.0023519,0.0010069,0.15373,0.0027549
0.0020489,0.00087711,0.13394,0.0024
0.0020547,0.00087954,0.13431,0.0024066
0.0023343,0.00099915,0.15262,0.0027343
0.0026942,0.001153,0.17618,0.0031561
0.0026571,0.0011385,0.17375,0.0031123
0.002229,0.00095409,0.1457,0.0026107
0.0026109,0.0011187,0.17072,0.0030583
0.0025889,0.0011092,0.16922,0.0030324
0.0020529,0.00087911,0.13421,0.0024046
0.0052493,0.0022483,0.34279,0.0061482
0.0020575,0.00088095,0.13456,0.0024099
0.002068,0.00088544,0.13524,0.0024222
0.0020681,0.00088546,0.13524,0.0024223
0.0028897,0.001237,0.18898,0.0033848
0.0024852,0.0010649,0.16249,0.0029111
0.0023606,0.0010114,0.15434,0.0027652
0.0024096,0.0010325,0.15756,0.0028227
0.0024879,0.0010661,0.16266,0.0029143
0.0023572,0.0010099,0.15411,0.0027612
0.0029994,0.0012837,0.19612,0.0035132
0.0047588,0.002041,0.31058,0.0055732
0.0028652,0.0012259,0.18736,0.0033561
0.0031435,0.0013463,0.20526,0.0036816
0.0027235,0.001167,0.17792,0.0031903
0.0020555,0.00088042,0.13428,0.0024078
0.0025296,0.0010828,0.16523,0.002963
0.0026479,0.0011335,0.17294,0.0031014
0.0026897,0.0011516,0.17571,0.0031505
0.0056747,0.0024325,0.36992,0.0066455
0.0020617,0.00088309,0.13468,0.002415
0.0021067,0.0009022,0.13762,0.0024678
0.0044826,0.0019178,0.29318,0.0052497
0.0023232,0.00099441,0.15184,0.0027211
0.0035483,0.0015192,0.23184,0.0041558
0.003556,0.0015224,0.23238,0.0041648
0.0030078,0.0012886,0.19653,0.0035233
0.0038844,0.0016617,0.25411,0.0045491
0.0043278,0.0018513,0.283,0.0050681
0.009157,0.0039205,0.59796,0.010724
0.0036039,0.0015431,0.23557,0.004221
0.0031565,0.0013513,0.20625,0.0036971
0.0078715,0.0033653,0.51363,0.0092199
0.003587,0.0015357,0.2345,0.0042012
0.0079218,0.0033868,0.51697,0.0092788
0.0024156,0.0010338,0.15779,0.0028294
0.0061622,0.0026352,0.40352,0.0072154
0.0038645,0.0016549,0.25253,0.0045256
0.0089226,0.0038222,0.58195,0.01045
0.0045599,0.0019513,0.29846,0.0053406
0.0032909,0.0014074,0.2152,0.0038544
0.002684,0.0011483,0.17564,0.0031437
0.0027549,0.0011786,0.18035,0.0032267
0.0046484,0.0019888,0.30433,0.0054442
0.0022398,0.00095891,0.14653,0.0026236
0.002432,0.0010411,0.15894,0.0028487
0.0051905,0.0022234,0.33925,0.0060793
0.0020814,0.00089111,0.13609,0.002438
0.0028682,0.0012282,0.18741,0.0033595
0.0028701,0.0012291,0.18754,0.0033617
0.0020473,0.00087667,0.13385,0.0023982
0.0020475,0.00087673,0.13386,0.0023984
0.0021383,0.00091586,0.13979,0.0025048
0.0027359,0.0011723,0.1788,0.0032048
0.002045,0.00087571,0.1337,0.0023955
0.0020452,0.00087575,0.13372,0.0023957
0.0020447,0.00087555,0.13368,0.0023951
0.0027287,0.0011691,0.17831,0.0031963
0.0027311,0.0011701,0.17847,0.0031991
0.0021691,0.00092922,0.14181,0.002541
0.0027343,0.0011708,0.17866,0.0032028
0.0021267,0.00091098,0.13904,0.0024913
0.002111,0.00090422,0.13801,0.0024729
0.0036552,0.0015657,0.23888,0.0042819
0.0028005,0.0011991,0.18295,0.0032803
0.0028034,0.0012004,0.18315,0.0032838
0.0028033,0.0012003,0.18314,0.0032837
0.0043712,0.0018712,0.28548,0.0051211
0.0029123,0.0012473,0.19023,0.0034114
0.0036435,0.0015608,0.23815,0.0042683
0.0027614,0.0011824,0.18059,0.0032347
0.0055483,0.0023783,0.3638,0.0065012
0.0056393,0.0024176,0.36986,0.0066077
0.0030552,0.0013091,0.19994,0.0035787
0.0030592,0.0013109,0.20019,0.0035834
0.0029552,0.0012652,0.19316,0.0034617
0.002954,0.0012646,0.19308,0.0034603
0.0021859,0.00093569,0.14294,0.0025606
0.0020675,0.00088491,0.13516,0.0024218
0.0020974,0.00089809,0.13712,0.0024571
0.002091,0.00089536,0.1367,0.0024496
0.0056649,0.0024212,0.37002,0.0066357
0.0024047,0.0010295,0.15718,0.0028169
0.0025451,0.0010893,0.16635,0.0029814
0.0023556,0.0010084,0.15394,0.0027593
0.0056099,0.0023976,0.36643,0.0065714
0.0056032,0.0023948,0.36601,0.0065635
0.0040767,0.0017451,0.26637,0.0047761
0.002885,0.0012349,0.18845,0.0033791
0.0021292,0.00091177,0.13921,0.002494
0.0020567,0.00088061,0.13452,0.0024092
0.0022086,0.00094613,0.14447,0.0025873
0.0030047,0.001287,0.19659,0.00352
0.0030086,0.0012887,0.19678,0.0035246
0.0029769,0.0012751,0.19471,0.0034876
0.0031468,0.0013477,0.20587,0.003686
0.026153,0.011127,1.7235,0.030621
0.0030528,0.0013077,0.19962,0.0035764
0.0020537,0.00087962,0.13423,0.0024057
0.0020537,0.00087963,0.13423,0.0024057
0.0020538,0.00087966,0.13424,0.0024059
0.0041029,0.001757,0.26833,0.0048063
0.0020598,0.00088208,0.13469,0.0024129
0.0020603,0.00088225,0.13473,0.0024135
0.0020596,0.00088202,0.13468,0.0024126
0.0020597,0.00088205,0.13468,0.0024127
0.0031506,0.0013501,0.20593,0.003691
0.0021759,0.00093131,0.14233,0.0025488
0.0020563,0.00088065,0.13454,0.0024088
0.0082839,0.0035517,0.54203,0.0097032
0.0020715,0.00088659,0.13551,0.0024265
0.0021091,0.0009028,0.13794,0.0024706
0.0020749,0.00088804,0.13573,0.0024305
0.002075,0.00088807,0.13573,0.0024306
0.0020669,0.00088472,0.13521,0.002421
0.0026542,0.0011369,0.17363,0.0031093
0.0025746,0.0011028,0.16838,0.0030159
0.0081146,0.0034677,0.53017,0.0095044
0.0024432,0.0010456,0.15971,0.0028614
0.0025768,0.001103,0.16852,0.0030181
0.0024087,0.0010314,0.15744,0.0028211
0.0041321,0.0017696,0.27076,0.0048397
0.0020566,0.00088061,0.13448,0.0024089
0.0025624,0.0010975,0.16753,0.0030012
0.0024183,0.0010365,0.15803,0.0028327
0.0026826,0.0011487,0.1754,0.003142
0.002438,0.0010431,0.15947,0.0028558
0.0020546,0.00088041,0.13436,0.0024067
0.0022422,0.00096001,0.14662,0.0026263
0.0086336,0.0036954,0.56249,0.010111
0.0021396,0.00091581,0.1399,0.0025061
0.0037884,0.0016222,0.24772,0.0044373
0.0023978,0.0010261,0.15683,0.0028087
0.0028186,0.0012057,0.18433,0.0033016
0.0038443,0.0016473,0.25102,0.0045028
0.0023677,0.0010133,0.1549,0.0027733
0.0026811,0.0011466,0.17541,0.0031405
0.0026814,0.0011468,0.17543,0.0031409
0.003416,0.0014636,0.22312,0.0040015
0.0022501,0.00096279,0.14719,0.0026357
0.0021537,0.0009218,0.14079,0.0025226
0.0021676,0.00092778,0.14172,0.0025389
0.0022841,0.00097729,0.14936,0.0026756
0.0022858,0.00097799,0.14948,0.0026775
0.0021128,0.000904,0.13824,0.0024746
0.0033857,0.0014494,0.22094,0.0039654
0.0031868,0.0013649,0.20837,0.0037328
0.0022733,0.00097283,0.14865,0.002663
0.0031853,0.0013643,0.20827,0.003731
0.0033751,0.0014448,0.22036,0.0039533
0.0027597,0.0011805,0.18042,0.0032326
0.0022928,0.00098119,0.14992,0.0026858
0.0020571,0.00088066,0.13445,0.0024095
0.0020515,0.00087853,0.1341,0.002403
0.0026812,0.0011478,0.17526,0.0031407
0.0024054,0.0010299,0.15713,0.0028175
0.002304,0.00098644,0.15054,0.0026987
0.0023035,0.00098623,0.15048,0.002698
0.0045393,0.0019439,0.29683,0.0053168
0.0025318,0.0010851,0.1655,0.0029657
0.0027515,0.0011798,0.17992,0.0032231
0.0020817,0.00089147,0.13606,0.0024383
0.0020751,0.00088805,0.13569,0.0024305
0.003162,0.0013543,0.20656,0.0037036
0.0022887,0.00098062,0.14962,0.0026809
0.0031348,0.0013428,0.20481,0.0036719
0.0030693,0.0013149,0.20055,0.0035951
0.0056794,0.0024318,0.37167,0.0066535
0.0043863,0.0018767,0.28728,0.0051381
0.0023092,0.0009885,0.15088,0.0027047
0.0045978,0.0019673,0.30039,0.005385
0.0075325,0.0032237,0.49186,0.0088242
0.0038332,0.0016421,0.25069,0.0044894
0.0020702,0.00088636,0.13537,0.0024248
0.0020435,0.00087505,0.13359,0.0023936
0.0040919,0.0017523,0.26748,0.0047926
0.0023442,0.0010036,0.15312,0.0027456
0.0022614,0.00096807,0.14781,0.0026486
0.003461,0.0014808,0.22609,0.0040541
0.0020536,0.00087928,0.13438,0.0024056
0.0034599,0.0014803,0.22603,0.0040529
0.0025215,0.0010799,0.1648,0.0029536
0.0023296,0.00099732,0.15242,0.0027287
0.0020857,0.0008932,0.13642,0.0024432
0.0020591,0.00088189,0.13464,0.0024121
0.0026919,0.0011528,0.17606,0.0031531
0.0021142,0.00090527,0.13826,0.0024765
0.0042788,0.0018312,0.28014,0.0050116
0.0021314,0.00091234,0.13938,0.0024968
0.0022143,0.00094787,0.14478,0.0025938
0.0022143,0.00094785,0.14477,0.0025938
0.0025289,0.0010829,0.16538,0.0029623
0.0020897,0.00089445,0.13668,0.0024479
0.0020968,0.00089748,0.13724,0.0024559
0.0031236,0.0013375,0.20419,0.0036583
0.0020656,0.00088387,0.13517,0.0024195
0.0020624,0.0008825,0.13498,0.0024158
0.002057,0.00088064,0.13459,0.0024094
0.0020578,0.00088073,0.13462,0.0024103
0.0023393,0.0010013,0.1529,0.0027401
0.0021998,0.00094203,0.1437,0.0025768
0.0050896,0.0021774,0.33269,0.0059606
0.0021896,0.00093755,0.14303,0.0025648
0.0021781,0.00093245,0.14228,0.0025513
0.0032972,0.0014121,0.21566,0.0038622
0.016404,0.0069957,1.0731,0.019206
0.0258,0.010999,1.7081,0.030194
0.0020449,0.0008756,0.1337,0.0023954
0.0028291,0.0012113,0.18483,0.0033137
0.0023093,0.00098832,0.1509,0.0027048
0.0020459,0.00087591,0.13369,0.0023964
0.0020518,0.00087843,0.13408,0.0024033
0.0025821,0.0011057,0.16869,0.0030248
0.0024705,0.0010576,0.16148,0.002894
0.019988,0.0085315,1.3166,0.023412
0.020209,0.0086269,1.3322,0.02367
0.002225,0.00095222,0.14546,0.0026062
0.0021733,0.0009304,0.14206,0.0025457
0.0025879,0.0011079,0.16908,0.0030313
0.0023088,0.00098858,0.15098,0.0027044
0.0020565,0.0008804,0.13446,0.0024089
0.0025189,0.0010784,0.16458,0.0029506
0.0020496,0.00087739,0.13399,0.0024008
0.0080998,0.003474,0.52684,0.0094886
0.0023728,0.0010161,0.15516,0.0027795
0.0023717,0.0010156,0.15509,0.0027781
0.0023778,0.0010182,0.15548,0.0027853
0.0020451,0.00087548,0.13371,0.0023956
0.002197,0.00094036,0.14373,0.0025735
0.0023583,0.0010102,0.15414,0.0027624
0.0023767,0.0010178,0.15541,0.002784
0.0020465,0.00087611,0.13379,0.0023972
0.002046,0.00087583,0.13377,0.0023966
0.0020497,0.00087764,0.13399,0.002401
0.0020496,0.0008776,0.13398,0.0024009
0.0024356,0.0010429,0.1592,0.0028529
0.0025334,0.0010851,0.16572,0.0029674
0.0021482,0.00091982,0.14039,0.0025165
0.0028089,0.0012019,0.18358,0.0032903
0.00244,0.0010446,0.15951,0.0028584
0.002137,0.00091479,0.13952,0.0025031
0.0024278,0.0010394,0.15873,0.0028441
0.0024243,0.0010379,0.1585,0.00284
0.0024243,0.0010379,0.1585,0.0028401
0.0021207,0.00090793,0.13849,0.0024839
0.002089,0.0008943,0.1366,0.0024469
0.0021812,0.00093383,0.1426,0.0025549
0.0022527,0.0009647,0.14729,0.0026385
0.003641,0.0015592,0.23792,0.0042657
0.0036435,0.0015603,0.23807,0.0042674
0.0035861,0.0015356,0.2343,0.0042001
0.0035859,0.0015355,0.2343,0.0041998
0.0027988,0.0011987,0.18315,0.0032784
0.0026839,0.0011493,0.17527,0.0031437
0.0037992,0.001627,0.24849,0.004449
0.0038399,0.0016445,0.25112,0.0044966
0.0023643,0.0010124,0.15453,0.0027693
0.003053,0.0013068,0.19956,0.003576
0.004527,0.0019374,0.29613,0.0053031
0.0027112,0.0011607,0.17719,0.0031754
0.004524,0.0019363,0.29593,0.0052996
0.0027107,0.0011605,0.17716,0.0031748
0.0027112,0.0011607,0.1772,0.0031755
0.002733,0.0011701,0.17861,0.0032009
0.0024451,0.0010469,0.15991,0.0028639
0.0024497,0.0010489,0.16021,0.0028693
0.0021701,0.00092848,0.1418,0.0025418
0.0023944,0.0010249,0.15648,0.0028046
0.0021191,0.00090701,0.13852,0.0024822
0.0023891,0.0010227,0.15611,0.0027985
0.0023871,0.0010218,0.15597,0.002796
0.0036195,0.0015493,0.23635,0.0042388
0.0022859,0.00097823,0.14937,0.0026773
0.0026604,0.0011381,0.17369,0.0031164
0.0021002,0.00089918,0.13715,0.0024601
0.0020885,0.0008941,0.1364,0.0024464
0.0026479,0.0011329,0.17291,0.0031017
0.0026518,0.0011345,0.17317,0.0031063
0.0064088,0.0027368,0.41804,0.007508
0.0029364,0.0012568,0.19204,0.0034397
0.0025202,0.0010789,0.16475,0.0029522
0.00359,0.0015376,0.23459,0.0042061
0.0045696,0.0019566,0.29945,0.0053521
0.0030788,0.0013183,0.20089,0.0036059
0.0033842,0.0014493,0.22083,0.0039641
0.0033809,0.0014474,0.22097,0.00396
0.0020582,0.00088115,0.13455,0.0024108
0.0023427,0.001003,0.15316,0.0027442
0.003797,0.0016255,0.24824,0.0044477
0.0038418,0.0016444,0.25118,0.0045
0.0036237,0.0015512,0.23685,0.0042446
0.0020594,0.00088191,0.13465,0.0024122
0.0029793,0.0012759,0.19467,0.0034895
0.032387,0.013886,2.1022,0.037983
0.0020538,0.00087958,0.13416,0.0024058
0.0020463,0.00087635,0.1337,0.0023969
0.0070407,0.0030192,0.4609,0.0082483
0.0028157,0.0012049,0.18417,0.0032983
0.0020448,0.00087565,0.13371,0.0023952
0.0058336,0.0025012,0.38116,0.0068337
0.002052,0.00087863,0.13419,0.0024036
0.0028057,0.0012007,0.1835,0.0032866
0.002084,0.00089257,0.13629,0.0024409
0.0020663,0.00088498,0.13512,0.0024203
0.0020665,0.00088505,0.13513,0.0024204
0.0070254,0.0030175,0.45938,0.0082293
0.0029683,0.0012715,0.1939,0.0034767
0.002053,0.00087869,0.1342,0.0024045
0.0025566,0.0010939,0.16715,0.0029942
0.0021154,0.00090579,0.13827,0.0024777
0.002114,0.0009052,0.13818,0.0024762
0.002343,0.001003,0.15338,0.0027442
0.0022243,0.00095229,0.1454,0.0026052
0.0024614,0.0010531,0.16092,0.0028829
0.0021834,0.00093482,0.14292,0.0025575
0.0020778,0.00088962,0.13594,0.0024337
0.0021452,0.00091853,0.14021,0.0025127
0.0021147,0.00090524,0.13829,0.0024769
0.0020477,0.00087691,0.13384,0.0023985
0.0021865,0.0009363,0.14293,0.002561
0.0021871,0.00093656,0.14297,0.0025617
0.0021507,0.0009211,0.14061,0.0025191
0.0040578,0.0017386,0.26485,0.0047531
0.0021735,0.00093081,0.1421,0.0025459
0.0023761,0.0010171,0.15531,0.002783
0.0021049,0.00090119,0.13757,0.0024654
0.0043617,0.0018692,0.28457,0.0051101
0.0023347,0.00099926,0.15258,0.0027347
0.0026558,0.0011363,0.17347,0.0031105
0.0042388,0.0018152,0.2766,0.0049659
0.0020911,0.00089525,0.13665,0.0024492
0.0040624,0.0017401,0.26511,0.0047589
0.0020931,0.00089609,0.13679,0.0024516
0.0031288,0.0013385,0.20449,0.0036647
0.0023775,0.001018,0.15541,0.0027847
0.0040516,0.0017353,0.26441,0.0047463
0.0042403,0.0018153,0.2769,0.004966
0.0020928,0.00089624,0.13683,0.0024513
0.0029044,0.0012441,0.18974,0.0034018
0.003401,0.0014556,0.22223,0.0039837
0.0031976,0.0013689,0.20892,0.0037453
0.0030416,0.0013026,0.19868,0.0035628
0.0022497,0.00096298,0.14702,0.0026351
0.0024735,0.0010588,0.16169,0.0028974
0.0040178,0.00172,0.26246,0.0047055
0.0024355,0.0010424,0.1592,0.0028527
0.0030108,0.0012882,0.19686,0.0035265
0.0060983,0.0026124,0.39851,0.0071433
0.0067323,0.0028836,0.44032,0.0078858
0.002064,0.0008837,0.13487,0.0024177
0.0052941,0.0022686,0.34571,0.0062011
0.0052918,0.0022677,0.34556,0.0061984
0.025927,0.011143,1.7039,0.030371
0.0031799,0.0013624,0.20806,0.0037245
0.0021775,0.00093247,0.14237,0.0025508
0.0021973,0.00094114,0.14361,0.0025738
0.0021558,0.00092326,0.14094,0.0025253
0.0021571,0.00092381,0.14102,0.0025268
0.0021657,0.00092762,0.14152,0.0025366
0.0021807,0.00093407,0.1425,0.0025543
0.0021382,0.0009157,0.1397,0.0025045
0.002425,0.0010382,0.15851,0.0028404
0.0030972,0.0013256,0.20249,0.0036275
0.0029806,0.0012765,0.19494,0.0034909
0.0028563,0.0012225,0.18664,0.0033455
0.0021314,0.00091235,0.1393,0.0024965
0.0024873,0.0010646,0.16241,0.0029134
0.0022581,0.00096712,0.14769,0.002645
0.0020568,0.00088028,0.13425,0.0024093
0.0023938,0.0010244,0.15639,0.002804
0.0034406,0.001473,0.22492,0.00403
0.0020747,0.00088818,0.13556,0.00243
0.0030865,0.0013202,0.20151,0.0036155
0.0030324,0.0012985,0.19826,0.0035519
0.0033512,0.0014338,0.2191,0.0039255
0.0020598,0.00088201,0.13467,0.0024127
0.005681,0.0024355,0.37102,0.0066555
0.0022795,0.00097638,0.14913,0.00267
0.0022094,0.00094607,0.14452,0.0025879
0.0025256,0.0010812,0.1652,0.0029586
0.0020797,0.00089057,0.13602,0.0024359
0.0033544,0.0014372,0.2193,0.0039289
0.0022166,0.00094915,0.145,0.0025964
0.0023385,0.0010014,0.153,0.002739
0.0027502,0.0011775,0.18007,0.0032215
0.0020667,0.00088504,0.13516,0.0024207
0.0021935,0.00093924,0.14347,0.0025691
0.0021892,0.00093729,0.14296,0.0025643
0.0028984,0.0012402,0.18971,0.0033949
0.0035586,0.0015239,0.23296,0.0041676
0.0020641,0.00088373,0.13493,0.0024178
0.0023376,0.0010008,0.15296,0.002738
0.0021822,0.00093476,0.1426,0.002556
0.0021826,0.00093494,0.14263,0.0025566
0.0022523,0.00096491,0.14724,0.0026382
0.0035948,0.0015396,0.23476,0.0042106
0.0040395,0.0017298,0.26399,0.0047313
0.0040383,0.0017294,0.2639,0.0047299
0.0040608,0.0017392,0.26543,0.0047563
0.045389,0.019671,2.9451,0.05319
0.0034499,0.0014773,0.22581,0.0040408
0.0024507,0.0010488,0.16031,0.0028703
0.002095,0.00089721,0.13699,0.0024538
0.003045,0.0013031,0.19878,0.0035663
0.0020872,0.00089393,0.13646,0.0024446
0.0022032,0.00094322,0.14417,0.0025804
0.0023179,0.00099276,0.15166,0.0027148
0.0023277,0.00099698,0.15231,0.0027262
0.0022421,0.00096036,0.14664,0.0026259
0.0021502,0.00092065,0.14048,0.0025187
0.0045281,0.0019367,0.29632,0.0053037
0.0020713,0.00088703,0.13536,0.0024262
0.0021791,0.0009332,0.14252,0.0025525
0.0062833,0.0026929,0.41097,0.0073618
0.0022979,0.00098447,0.15033,0.0026919
0.0020633,0.0008833,0.13488,0.0024168
0.0021476,0.00091973,0.14035,0.0025158
0.0021152,0.00090621,0.13833,0.0024777
0.010838,0.0046479,0.70758,0.012694
0.0041006,0.0017548,0.2685,0.0048029
0.0024869,0.0010653,0.16262,0.0029126
0.0027402,0.0011733,0.17924,0.0032094
0.01061,0.0045444,0.69276,0.012426
0.002181,0.00093386,0.14254,0.0025549
0.0025427,0.0010886,0.16617,0.0029781
0.0021387,0.00091573,0.13977,0.002505
0.002964,0.0012698,0.19352,0.0034715
0.0020648,0.0008839,0.13498,0.0024185
0.0035427,0.0015151,0.23201,0.00415
0.002222,0.00095175,0.14527,0.0026027
0.0024572,0.0010523,0.16065,0.002878
0.0020871,0.00089357,0.13639,0.0024447
0.0022651,0.00096973,0.14805,0.002653
0.0020796,0.00089047,0.13581,0.0024357
0.0022692,0.00097146,0.14827,0.0026577
0.0020756,0.00088858,0.13566,0.002431
0.0023909,0.0010237,0.15614,0.0028004
0.0020666,0.00088526,0.13515,0.0024206
0.002232,0.00095606,0.146,0.0026143
0.0023153,0.00099113,0.15128,0.0027119
0.0021426,0.00091731,0.14008,0.0025097
0.0020742,0.00088775,0.13561,0.0024296
0.0026437,0.0011318,0.1727,0.0030966
0.0026437,0.0011318,0.17269,0.0030966
0.0038666,0.0016566,0.25327,0.0045287
0.0033228,0.0014227,0.21715,0.0038916
0.002232,0.00095515,0.14597,0.0026143
0.0020842,0.00089217,0.13619,0.0024413
0.0023567,0.0010091,0.15407,0.0027605
0.0023523,0.0010072,0.15377,0.0027553
0.0020515,0.00087842,0.1342,0.0024031
0.0020966,0.00089756,0.13706,0.0024559
0.0026153,0.0011192,0.17086,0.0030634
0.0027805,0.0011903,0.1818,0.0032569
0.0033437,0.0014321,0.21867,0.0039164
0.0022686,0.00097175,0.14833,0.0026573
0.0021564,0.00092305,0.14105,0.0025259
0.002061,0.0008825,0.13469,0.002414
0.002054,0.0008795,0.13422,0.0024057
0.0032874,0.0014066,0.21475,0.0038503
0.0020564,0.00088052,0.13434,0.0024089
0.00239,0.0010233,0.15619,0.0027995
0.0021025,0.00090019,0.13746,0.0024628
0.002831,0.0012122,0.18524,0.0033161
0.0021047,0.00090108,0.1376,0.0024653
0.0078792,0.0033646,0.5164,0.0092286
0.0032763,0.0014014,0.21442,0.0038369
